固定資産コード,固定資産補助コード,名称,減価償却資産区分,資産種類コード,資産種類名,勘定科目コード,勘定科目名,口座コード,口座名,部門コード,部門名,資産グループコード,資産グループ名,製造原価割合,販管費割合,営業外費割合,原価区分(一括償却),数量,数量の単位,所在地郵便番号,所在地住所,取得年月日,使用開始日,取得価額,購入先コード,購入先名,使用目的,少額資産の特例,保険種目,保険証券番号,保険金額,保守契約番号,保守契約定期点検,処分区分,処分年月日,売却先コード,売却先名,売却価額,処分見込価額,処分時帳簿価額,貸与先コード,貸与先名,貸与年月日,回収予定日,購入時証憑書番号,購入時課税区分,購入時消費税等,購入時消費税率,購入時元帳摘要,支払予定日,処分時証憑書番号,処分時課税区分,処分時消費税等,処分時消費税率,処分時元帳摘要,管理情報項目１,管理情報項目２,管理情報項目３,管理情報項目４,管理情報項目５,管理情報項目６,管理情報項目７,管理情報項目８,管理情報項目９,管理情報項目１０,管理情報項目１１,管理情報項目１２,管理情報項目１３,管理情報項目１４,管理情報項目１５,管理情報項目１６,管理情報項目１７,管理情報項目１８,管理情報項目１９,管理情報項目２０,備考１,備考２,構造・用途,細目,償却方法コード,償却方法名,耐用年数,耐用年数(月数),償却率,償却期間(分子),償却期間(分母),残存割合(生物用),残存簿価,自社償却方法コード,自社償却方法名,自社取得価額,自社償却基礎金額,自社調整前償却額,自社償却保証額,自社保証率,自社改定取得価額,自社改定償却率,自社耐用年数,自社耐用年数(月数),自社償却率,自社償却期間(分子),自社償却期間(分母),自社残存割合,自社償却可能限度額率,自社残存簿価,自社取得価額(翌期),自社耐用年数(翌期),自社償却率(翌期),自社残存割合(翌期),摘要表示方法,摘要表示内容,期首帳簿価額,前期繰越超過額,前期繰越不足額,償却の基礎金額,調整前償却額,償却保証額,保証率,改定取得価額,改定償却率,増加償却割増率,増加償却額,普通償却限度額,特別償却区分,特別償却限度額,償却限度額合計,減価償却実施額,減損損失額,当期償却額,償却実施額(製造原価),償却実施額(販管費),償却実施額(営業外費),償却累計額,期末帳簿価額,圧縮損計上,積立金計上,期首積立金,積立金取崩,期末積立金,認容償却不足,認容積立金取崩,次期繰越超過額,次期繰越不足額,償却資産申告区分コード,償却資産申告区分,申告先市町村コード,申告先市町村名,償却資産申告用資産種類,償却資産申告用耐用年数
204,0,ﾏｯｽﾙｽｰﾂ3　A16-283TG　2015-11-F-030　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/6/30,2016/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130668,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,104535,,182935,36587,22932,0.06552,,,,,36587,,,36587,15680,0,15680,15680,0,0,287280,62720,,,,,,20907,0,83628,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
205,0,ﾏｯｽﾙｽｰﾂ4　A16-283TG　2015-11-F-031　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/6/30,2016/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130668,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,104535,,182935,36587,22932,0.06552,,,,,36587,,,36587,15680,0,15680,15680,0,0,287280,62720,,,,,,20907,0,83628,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
213,0,ﾏｯｽﾙｽｰﾂSA Fｻｲｽﾞ　A16-453h　SA-F048　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/11/28,2016/11/28,300000,,,,不適用,,,,,,除却,2019/9/30,,,,0,71867,,,,,,,,,,,,0,,,商品転用,,,,,,,118000,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,5,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,5,12,,,1,,,,,次期以降継続,商品転用,78400,94400,,172800,34560,19656,0.06552,,,,,14400,,,14400,6533,0,6533,6533,0,0,228133,0,,,,,,94400,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
219,0,ﾏｯｽﾙｽｰﾂSA ｿﾌﾄﾌｨｯﾄF A16-401s SF-F-013-BU,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/11/30,2016/11/30,342000,,,,不適用,,,,,,除却,2019/9/30,,,,0,71867,,,,,,,,,,,,0,,,商品転用,,,,,,,148240,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,5,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,5,12,,,1,,,,,次期以降継続,商品転用,78400,118592,,196992,39398,22407,0.06552,,,,,16415,,,16415,6533,0,6533,6533,0,0,270133,0,,,,,,118592,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
228,0,ﾏｯｽﾙｽｰﾂSA ｿﾌﾄﾌｨｯﾄS A16-401s SF-S-013-PK,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/11/30,2016/11/30,342000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148240,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,118592,,196992,39398,22407,0.06552,,,,,39398,,,39398,15680,0,15680,0,15680,0,279280,62720,,,,,,23718,0,94874,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
236,0,ﾏｯｽﾙｽｰﾂSA Fｻｲｽﾞ1　Y16-538H　　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2017/1/5,2017/1/5,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126000,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,100800,,179200,35840,19656,0.06552,,,,,35840,,,35840,15680,0,15680,15680,0,0,237280,62720,,,,,,20160,0,80640,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
237,0,ﾏｯｽﾙｽｰﾂSA Fｻｲｽﾞ2　Y16-538H　　　　　 　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2017/1/5,2017/1/5,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126000,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,100800,,179200,35840,19656,0.06552,,,,,35840,,,35840,15680,0,15680,15680,0,0,237280,62720,,,,,,20160,0,80640,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
254,0,腿上サポート装置　　　　　　　　　　　　,減価償却資産,33,特許権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2015/9/30,2015/9/30,277778,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,8,,0.125,12,12,,,,,,,,,,,,,,,,,,,,,,,,当期のみ,,0,150464,,277778,,,,,,,,34722,,,34722,0,0,0,0,0,0,277778,0,,,,,,34722,0,115742,0,2,申告対象外,,,,
255,0,引張バネ及人体サポート装置　　　　　　　,減価償却資産,33,特許権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2015/11/30,2015/11/30,277778,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,8,,0.125,12,12,,,,,,,,,,,,,,,,,,,,,,,,当期のみ,,0,156251,,277778,,,,,,,,34722,,,34722,0,0,0,0,0,0,277778,0,,,,,,34722,0,121529,0,2,申告対象外,,,,
256,0,無動力腕保持装置－東京理科大　　　　　　,減価償却資産,33,特許権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2016/4/30,2016/4/30,277778,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,8,,0.125,12,12,,,,,,,,,,,,,,,,,,,,,,,,当期のみ,,0,170719,,277778,,,,,,,,34722,,,34722,0,0,0,0,0,0,277778,0,,,,,,34722,0,135997,0,2,申告対象外,,,,
257,0,筋疲労評価装置－ｱｻﾋｻﾝｸﾘｰﾝ　　　　　　　,減価償却資産,33,特許権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2016/4/30,2016/4/30,566667,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,8,,0.125,12,12,,,,,,,,,,,,,,,,,,,,,,,,当期のみ,,0,348266,,566667,,,,,,,,70833,,,70833,0,0,0,0,0,0,566667,0,,,,,,70833,0,277433,0,2,申告対象外,,,,
258,0,過伸展アシスト装置　　　　　　　　　　　,減価償却資産,33,特許権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2016/11/22,2016/11/22,277778,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,8,,0.125,12,12,,,,,,,,,,,,,,,,,,,,,,,,当期のみ,,0,190973,,277778,,,,,,,,34722,,,34722,0,0,0,0,0,0,277778,0,,,,,,34722,0,156251,0,2,申告対象外,,,,
259,0,着座式の腿上げサポート装置　　　　　　　,減価償却資産,33,特許権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2016/11/22,2016/11/22,277778,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,8,,0.125,12,12,,,,,,,,,,,,,,,,,,,,,,,,当期のみ,,0,190973,,277778,,,,,,,,34722,,,34722,0,0,0,0,0,0,277778,0,,,,,,34722,0,156251,0,2,申告対象外,,,,
260,0,簡易腰部アシスト装置　　　　　　　　　　,減価償却資産,33,特許権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2017/1/11,2017/1/11,277778,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,8,,0.125,12,12,,,,,,,,,,,,,,,,,,,,,,,,当期のみ,,0,196760,,277778,,,,,,,,34722,,,34722,0,0,0,0,0,0,277778,0,,,,,,34722,0,162038,0,2,申告対象外,,,,
261,0,腰及び腕アシスト装置　　　　　　　　　　,減価償却資産,33,特許権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2017/4/7,2017/4/7,277778,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,8,,0.125,12,12,,,,,,,,,,,,,,,,,,,,,,,,当期のみ,,0,205441,,277778,,,,,,,,34722,,,34722,0,0,0,0,0,0,277778,0,,,,,,34722,0,170719,0,2,申告対象外,,,,
262,0,ﾏｯｽﾙｽｰﾂ　　　　　　　　　　　　　　　　,減価償却資産,36,商標権,1235,商標権,,,,,2,商標権,0,100,0,,1,,,,2014/3/15,2014/3/15,600000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,10,,0.1,12,12,,,7,定額法,0,0,,,,,,10,,0.1,12,12,,,,,,,,当期のみ,,0,305667,,600000,,,,,,,,60000,,,60000,0,0,0,0,0,0,600000,0,,,,,,60000,0,245667,0,2,申告対象外,,,,
263,0,営業管理システム　　　　　　　　　　　　,減価償却資産,39,ソフトウエア,1237,ソフトウェア,,,,,3,ソフトウェア,0,100,0,,1,,,,2015/9/30,2015/9/30,500000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,5,,0.2,12,12,,,7,定額法,0,0,,,,,,5,,0.2,12,12,,,,,,,,当期のみ,,0,133334,,500000,,,,,,,,100000,,,100000,0,0,0,0,0,0,500000,0,,,,,,100000,0,33334,0,2,申告対象外,,,,
264,0,CADｿﾌﾄ SOLIDWORKS　　　　　　　　　　　,減価償却資産,39,ソフトウエア,1237,ソフトウェア,,,,,3,ソフトウェア,0,100,0,,1,,,,2017/5/5,2017/5/5,779500,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,5,,0.2,12,12,,,7,定額法,0,0,,,,,,5,,0.2,12,12,,,,,,,,当期のみ,,0,467700,,779500,,,,,,,,155900,,,155900,0,0,0,0,0,0,779500,0,,,,,,155900,0,311800,0,2,申告対象外,,,,
265,0,OTRS動画解析ソフト　　　　　　　　　　　,減価償却資産,39,ソフトウエア,1237,ソフトウェア,,,,,3,ソフトウェア,0,100,0,,1,,,,2017/7/10,2017/7/10,828000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,5,,0.2,12,12,,,7,定額法,0,0,,,,,,5,,0.2,12,12,,,,,,,,当期のみ,,0,524400,,828000,,,,,,,,165600,,,165600,0,0,0,0,0,0,828000,0,,,,,,165600,0,358800,0,2,申告対象外,,,,
266,0,CADｿﾌﾄ2 SOLIDWORKS　　　　　　　　　　　,減価償却資産,39,ソフトウエア,1237,ソフトウェア,,,,,3,ソフトウェア,0,100,0,,1,,,,2017/8/9,2017/8/9,776800,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,定額法,5,,0.2,12,12,,,7,定額法,0,0,,,,,,5,,0.2,12,12,,,,,,,,当期のみ,,0,504920,,776800,,,,,,,,155360,,,155360,0,0,0,0,0,0,776800,0,,,,,,155360,0,349560,0,2,申告対象外,,,,
269,0,ﾏｯｽﾙｽｰﾂ試験装置1（税務）,減価償却資産,42,研究開発(器具備品),1217,,,,,,,,0,100,0,,1,式,,,2017/2/28,2017/2/28,1833334,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,4,,0.5,12,12,,1,,,,,,,,,,,,,,,,,,,,,,,,0,401042,,401042,200521,229148,0.12499,401042,1,,,401041,,,401041,0,0,0,0,0,0,1833334,0,3666666,,,,,401041,0,1,0,2,申告対象外,,,,
270,0,ﾏｯｽﾙｽｰﾂ試験装置2（税務）,減価償却資産,42,研究開発(器具備品),1217,,,,,,,,0,100,0,,1,式,,,2017/2/28,2017/2/28,1833334,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,4,,0.5,12,12,,1,,,,,,,,,,,,,,,,,,,,,,,,0,401042,,401042,200521,229148,0.12499,401042,1,,,401041,,,401041,0,0,0,0,0,0,1833334,0,3666666,,,,,401041,0,1,0,2,申告対象外,,,,
271,0,ﾏｯｽﾙｽｰﾂ試験装置3（税務）,減価償却資産,42,研究開発(器具備品),1217,,,,,,,,0,100,0,,1,式,,,2018/2/28,2018/2/28,4760000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,4,,0.5,12,12,,1,,,,,,,,,,,,,,,,,,,,,,,,0,2082500,,2082500,1041250,594952,0.12499,,,,,1041250,,,1041250,0,0,0,0,0,0,4760000,0,,,,,,1041250,0,1041250,0,2,申告対象外,,,,
272,0,ﾏｯｽﾙｽｰﾂ試験装置4（税務）,減価償却資産,42,研究開発(器具備品),1217,,,,,,,,0,100,0,,1,式,,,2018/2/28,2018/2/28,4760000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,4,,0.5,12,12,,1,,,,,,,,,,,,,,,,,,,,,,,,0,2082500,,2082500,1041250,594952,0.12499,,,,,1041250,,,1041250,0,0,0,0,0,0,4760000,0,,,,,,1041250,0,1041250,0,2,申告対象外,,,,
273,0,ﾏｯｽﾙｽｰﾂ試験装置　性能UP改造(税務),減価償却資産,42,研究開発(器具備品),1217,,,,,,,,0,100,0,,1,式,,,2018/2/28,2018/2/28,2480000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,200%定率法,4,,0.5,12,12,,1,,,,,,,,,,,,,,,,,,,,,,,,0,1085000,,1085000,542500,309975,0.12499,,,,,542500,,,542500,0,0,0,0,0,0,2480000,0,,,,,,542500,0,542500,0,2,申告対象外,,,,
274,0,ｶﾊﾞｰ開発ﾃﾞｻﾞｲﾝ企画,減価償却資産,4,繰延資産（均等償却）,1311,,,,,,,,0,0,100,,1,式,,,2015/12/31,2015/12/31,7955125,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,均等償却,5,60,,12,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,2519123,,7955125,,,,,,,,1591025,,,1591025,0,0,0,0,0,0,7955125,0,,,,,,,,928098,,2,申告対象外,,,,
